year,month,000001.SZ,000002.SZ,000063.SZ,000157.SZ,000301.SZ,000333.SZ,000338.SZ,000425.SZ,000538.SZ,000568.SZ,000625.SZ,000630.SZ,000651.SZ,000661.SZ,000708.SZ,000768.SZ,000786.SZ,000800.SZ,000807.SZ,000858.SZ,000876.SZ,000895.SZ,000938.SZ,000963.SZ,000975.SZ,000977.SZ,000983.SZ,000999.SZ,001289.SZ,001965.SZ,001979.SZ,002001.SZ,002007.SZ,002027.SZ,002028.SZ,002049.SZ,002050.SZ,002074.SZ,002129.SZ,002142.SZ,002179.SZ,002180.SZ,002230.SZ,002236.SZ,002241.SZ,002252.SZ,002271.SZ,002304.SZ,002311.SZ,002352.SZ,002371.SZ,002415.SZ,002422.SZ,002460.SZ,002463.SZ,002466.SZ,002475.SZ,002493.SZ,002555.SZ,002594.SZ,002601.SZ,002648.SZ,002709.SZ,002714.SZ,002812.SZ,002916.SZ,002920.SZ,002938.SZ,003816.SZ,300014.SZ,300015.SZ,300033.SZ,300122.SZ,300124.SZ,300274.SZ,300308.SZ,300316.SZ,300347.SZ,300394.SZ,300408.SZ,300413.SZ,300418.SZ,300433.SZ,300442.SZ,300450.SZ,300498.SZ,300502.SZ,300628.SZ,300661.SZ,300750.SZ,300759.SZ,300760.SZ,300782.SZ,300832.SZ,300896.SZ,300979.SZ,300999.SZ,301269.SZ,600000.SH,600009.SH,600010.SH,600011.SH,600015.SH,600016.SH,600018.SH,600019.SH,600023.SH,600025.SH,600026.SH,600027.SH,600028.SH,600029.SH,600031.SH,600036.SH,600039.SH,600048.SH,600050.SH,600066.SH,600085.SH,600089.SH,600104.SH,600111.SH,600160.SH,600161.SH,600176.SH,600183.SH,600188.SH,600196.SH,600219.SH,600233.SH,600276.SH,600309.SH,600332.SH,600362.SH,600377.SH,600406.SH,600415.SH,600426.SH,600436.SH,600438.SH,600460.SH,600482.SH,600489.SH,600519.SH,600547.SH,600570.SH,600584.SH,600585.SH,600588.SH,600600.SH,600660.SH,600674.SH,600690.SH,600741.SH,600795.SH,600803.SH,600809.SH,600875.SH,600900.SH,600905.SH,600919.SH,600926.SH,600938.SH,600941.SH,600989.SH,601006.SH,601009.SH,601012.SH,601021.SH,601058.SH,601088.SH,601100.SH,601111.SH,601117.SH,601127.SH,601138.SH,601166.SH,601169.SH,601186.SH,601225.SH,601229.SH,601238.SH,601288.SH,601328.SH,601360.SH,601390.SH,601398.SH,601600.SH,601607.SH,601618.SH,601633.SH,601658.SH,601668.SH,601669.SH,601689.SH,601698.SH,601699.SH,601728.SH,601766.SH,601799.SH,601800.SH,601808.SH,601816.SH,601818.SH,601838.SH,601857.SH,601865.SH,601868.SH,601872.SH,601877.SH,601888.SH,601898.SH,601899.SH,601916.SH,601939.SH,601985.SH,601988.SH,601989.SH,601998.SH,603019.SH,603195.SH,603259.SH,603260.SH,603288.SH,603296.SH,603369.SH,603392.SH,603501.SH,603659.SH,603799.SH,603806.SH,603833.SH,603986.SH,603993.SH,605117.SH,605499.SH,688008.SH,688009.SH,688012.SH,688036.SH,688041.SH,688082.SH,688111.SH,688126.SH,688169.SH,688187.SH,688223.SH,688256.SH,688271.SH,688303.SH,688396.SH,688472.SH,688506.SH,688599.SH,688981.SH
2008,5,-14.8211,-18.9577,12.0938,0,-11.2388,,-14.8824,13.3333,-4.6053,-0.6511,-15.8259,-11.8816,-15.534,-0.8612,-5.5291,-2.5439,-2.5769,-3.1641,-7.0297,-20.5624,-10.3497,4.8357,11.0718,5.8419,2.9024,-4.4917,-0.2353,8.9008,,,,27.7668,7.075,-3.01,-14.0549,-2.1455,-13.346,-3.376,7.0236,-11.6873,1.2238,-14.3068,21.0492,10.9022,2.4147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.2099,-2.5824,-12.7186,8.0745,-18.2004,-17.6941,-8.7464,-8.945,,,-9.7209,9.1228,7.7229,-15.5731,-0.445,-15.2813,34.4333,-24.6516,5.7546,-16.4921,-6.5906,8.1278,-21.601,-3.702,4.258,10.0094,-1.1792,-10.3831,6.0661,-9.473,-15.9025,-9.9089,5.0245,-19.2525,5.0408,-12.9787,-14.3201,27.8855,1.4797,17.9323,-9.9633,0,-3.4615,-10.2113,9.7348,-8.1854,2.7408,5.6035,-10.6618,-4.1646,4.8159,-10.4494,-23.1121,3.4592,-9.4635,9.6774,11.822,13.9463,-14.2135,-24.0128,4.7177,,,,,,,-8.9751,-13.1722,,,,-2.253,,-17.1274,,,,-14.5501,-10.5446,-12.4491,,,,,-18.6519,,-15.0127,-11.7117,-11.8862,-3.528,,,,,,,,19.6689,,,,,-4.8244,,,,0.0782,,,-14.1975,,,3.9837,-17.6023,,-14.3713,,-9.3333,,-11.4047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,6,-23.3849,-26.5625,-9.7072,-34.173,-27.7698,,-32.5071,-11.5221,-1.6697,-19.7386,-31.4528,-25.7566,-23.4532,-35.7143,-29.1339,-22.9404,-32.8886,-44.956,-26.6968,-19.3805,-30.2652,-4.9439,-30.198,-20.7792,-10,-24.6287,-0.8546,-18.2176,,,,-28.8399,-3.4322,-26.2069,-15.4135,-22.0085,-20.297,-35.6879,-26.5002,-16.7309,-29.5302,-31.7382,-17.9886,-22.7302,-15.624,20.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.7639,-27.6965,-26.3535,-30.2023,-21.6469,-20.9431,-22.1846,-29.5307,,,-29.2119,-22.0257,-24.2414,-33.3333,-26.8735,-21.0384,-22.9456,-22.0231,-30.791,-20.3959,-9.9502,-22.9263,-35.2889,-15.6075,-33.003,-19.4855,-22.2639,-32.4808,-15.4076,-16.2162,-27.1912,-29.8692,-14.3768,-12.4357,-23.7634,-23.3022,-11.6029,-24.7251,-6.9791,-14.0031,-11.658,-24.6032,-29.3493,-33.4902,-23.784,-17.1148,-15.2556,-17.847,-37.3114,-30.4884,-5.5068,-20.0319,-36.0606,-14.6275,-25.5779,-36.1176,-20.0249,-29.8277,-23.2901,-10.6338,0,,,,,,,-9.3271,-20.5289,,,,-20.2558,,-30.3774,,,,-26.1739,-10.9456,-13.0112,,,,,-13.3916,,-22.1557,-13.4705,-31.8217,-15.1324,,,,,,,,-10.3761,,,,,-4.5558,,,,-16.6295,,,-26.0192,,,-21.5128,-9.9307,,-16.5229,,-12.914,,-18.7079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,7,7.6048,-5.6604,-0.8617,4.6931,21.9124,,8.1886,24.1569,24.1643,11.4324,9.8765,6.5217,0.3298,29.7297,12.7778,0.47,2.9337,9.4458,4.4444,14.1603,46.0552,9.8928,3.0759,3.2787,-14.8148,12.4795,-20,5.9001,,,,12.4937,-2.0793,5.1402,14.7111,13.6986,25.4658,9.5775,12.2222,-7.8704,9.1575,11.5464,1.6617,11.1111,14.5678,16.6064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2273,14.4306,-1.5152,-0.8535,16.9014,4.5614,0.8333,-7.4627,,,1.3575,-5.7128,10.3448,10.8146,12.6713,2.0827,10.6648,15.6412,-1.0495,2.11,5.817,17.3128,2.8025,6.6867,15.0888,18.0511,-3.0702,4.4068,-2.3944,10.8354,-0.0948,38.3636,10.5158,2.5093,-1.2161,1.5104,0.6633,2.8212,1.8378,-2.977,2.5455,14.2105,10.9023,13.5613,-5.6948,15.3774,4.2871,-6,16.4114,-7.6769,-1.3228,18.9276,12.9542,-4.8232,24.3213,10.3131,-3.2659,8.6563,1.0761,0.6816,0,,,,,,,-2.1788,-3.0648,,,,-15.4378,,17.9034,,,,-1.4527,-8.1936,7.906,,,,,7.0856,,9.6154,2.2177,1.6104,2.0802,,,,,,,,-25.7855,,,,,-6.4502,,,,1.7403,,,4.4302,,,-13.811,-2.5038,,-0.5076,,-1.4815,,5.2632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,8,-2.8846,-16.7059,-31.3703,-24.2069,-26.9608,,-7.1649,-19.5676,-12.0489,-14.1068,-20.5993,-24.2347,-13.2948,-24.8843,-15.0246,-21.5205,-39.4052,-26.9275,-27.1868,-9.4712,-24.655,-5.3428,-31.0476,-29.3651,-41.9732,-21.0219,-22.55,0,,,,-34.6275,-11.1111,-22.6667,-3.1771,-4.9398,-26.1276,-14.5244,-22.1782,-17.4874,-17.7852,-28.9279,-29.6829,-11.75,-10.1463,-19.9655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2585,-5.4444,-21.0256,-13.056,3.4291,2.0134,-8.4711,-19.1067,,,-22.6687,-16.408,-8.75,-30.7324,-26.4621,-2.3689,-25.5319,-6.9231,-26.0606,-2.7306,-17.5629,-10.4843,-20.0743,-31.5076,-32.1337,-30.5142,-15.2941,-7.4675,-24.9739,-23.5338,-27.3245,-41.3929,-11.7967,-17.2917,-24.2424,-25.9081,-9.3904,-14.7967,-8.3227,-33.1009,-24.1767,-31.4022,-27.4576,-27.4143,-32.618,-12.4461,-33.4077,-9.0976,-24.0602,-18.5807,-16.1594,-13.7363,-26.1538,-31.805,-12.1929,-6.3439,-17.6849,-11.0583,-18.0584,-10.4005,0,,,,,,,-6.9124,-8.6138,,,,-11.7406,,-43.0569,,,,-11.992,-22.462,-13.0693,,,,,-5.2434,,-8.0702,-2.7613,-23.0943,-9.4973,,,,,,,,-34.8495,,-0.8696,,,-26.9406,,,,-13.75,,,-17.7116,,,-16.3265,-33.3777,,-6.8027,,-7.2682,,5.1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,9,-25.7921,-7.7684,-1.4521,33.849,-9.6197,,-2.7264,11.3715,3.6962,-9.7222,-5.4245,-9.2031,3.3333,-13.0971,-10,-0.8942,-3.8855,7.0866,-13.3117,-11.3117,-2.5641,-29.1237,-14.2726,7.0787,5.1873,-5.7301,-18.4921,-20.3525,,,,-6.9406,-6.3611,-10.6322,-0.7203,-6.4639,-22.1147,-12.4812,-21.883,-9.257,-15.0204,-7.0221,-25.523,-12.2096,-8.9396,-6.2904,-21.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.903,2.2327,0.974,23.9274,-25.0896,-15.1316,4.9661,11.5031,,,-19.4355,6.1008,4.8173,1.3736,5.9322,-23.6568,-21.1765,2.2727,12.0902,-7.5873,-1.0409,5.4106,5.7364,-10.3875,-13.2576,1.4606,-15.7051,-9.2982,-10.4934,-11.2094,-5.8747,-10.0897,3.2334,-19.8363,-15.25,-11.5771,-1.6364,1.1501,2.8133,-19.7359,-8.1363,-17.7543,-9.5794,-12.4464,7.3248,-5.7861,5.5307,-8.3132,-16.8317,-12.7412,2.8954,-17.5404,13.6364,1.0616,-5.5959,-20.8556,22.6563,-7.754,-4.4256,-2.6672,0,,,,,,,6.4356,-0.4061,,,,-2.3181,,6.8421,,,,-25.6225,-16.5979,6.6059,,,,,-19.8419,,10.4962,-11.7647,-9.0285,-8.2658,,,,,,,,-9.0226,,2.3392,,,-3.3125,,,,-0.7913,,,-4.381,,,2.0906,-9.98,,-13.6861,,-1.0811,,-10.7394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,10,-27.1604,-9.9541,-43.2016,-34.6703,-29.4554,,-40.756,-22.7723,-6.4748,-25.7692,-8.4788,-28.5538,-20.1613,-6.0284,-39.6135,-23.5338,-27.0213,-26.0294,-26.9663,-26.8263,-28.5714,1.2727,-30.29,-29.6957,-39.726,-21.3725,-35.1867,0,,,,-22.5057,-8.3061,-27.0096,-20.1935,-23.3062,-23.1358,-25.2577,-30.2932,-17.8523,-32.6609,-7.972,13.1086,-0.9681,-26.3116,-9.5172,-13.4529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.8399,-38.7931,-29.582,-20.3728,-11.3636,-21.8992,-29.4624,-37.1389,,,-41.4013,-20.25,-36.7978,-23.0352,-31.0769,-33.6549,-10.4478,-4.7811,-11.883,-37.11,-16.6199,-2.1135,-27.566,-42.9623,-27.0742,6.4558,-21.2928,-26.1122,-33.2298,-23.3666,-33.9806,-15.7107,-10.279,-34.564,-26.4012,-41.6834,2.7726,-8.1865,-12.027,-36.7965,-1.4363,-38.273,-29.4574,-38.8889,-25.638,-30.0933,-14.8756,-26.6725,-25.8929,-35.3412,-26.5015,-2.6738,-37.3333,-35.4342,-12.843,-36.7117,-14.172,-36.9565,4.2365,-35.0444,0,,,,,,,-24.9612,-15.9021,,,,-34.9398,,-42.2003,,,,-24.7109,0.9889,-9.7222,,,,,-27.592,,-22.1071,-16.7816,-34.52,-16.0777,,,,,,,,-39.9055,,-0.2857,,,-39.108,,,,-19.0031,,,-24.1036,,,-44.8805,-31.4856,,-19.0275,,-17.4863,,-23.2742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,11,7.4074,15.9864,25.5896,42.0395,11.5789,,16.4931,28.2051,9.4056,2.3316,0,18.1661,21.5488,15.0943,30.4,10.3245,34.1108,30.4175,19.4872,26.6776,11.0526,6.6427,14.1757,11.9403,36.3636,13.4663,5.7598,0,,,,-1.2444,11.6144,18.9427,36.3636,8.488,10.199,65.7471,19.3925,10.4575,39.087,18.3891,0.7174,-3.9427,6.3107,9.6545,33.2346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1295,3.4742,22.8311,27.9264,-1.6194,-0.4963,12.8049,10.2845,,,11.0054,33.2288,20.1481,17.2535,45.625,-0.0855,35.7143,20.3678,11.6183,8.2245,-2.2708,30.5984,16.8016,10.6452,17.9641,19,12.963,11.2565,-1.3953,20.8092,28.1513,17.1598,9.3621,14.5258,8.6172,22.1077,-1.9784,39.0093,-4.4547,32.1918,1.8822,14.5558,19.4139,51.0695,19.6728,10.4121,21.393,9.2437,14.0562,56.6627,0.5143,6.7766,7.7128,0,12.8463,14.2349,16.8831,8.9655,3.5917,49.1384,0,,,,,,,-9.4008,1.8182,,,,-2.862,,12.2159,,,,8.9733,-2.2032,18.8166,,,,,6.4665,,28.6031,5.8011,19.7694,30.7368,,,,,,,,-1.8664,,18.3381,,,16.9851,,,,7.1154,,,6.5617,,,0.774,31.3916,,11.0335,,2.9801,,3.0848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,12,5.228,-5.4252,27.6995,-18.0952,6.9182,,7.1632,-2.8125,9.9712,-7.8481,0,-2.6354,7.7008,48.8525,-8.18,11.3191,-2.3913,9.4512,-3.4335,-13.8243,0.316,16.0943,17.274,43.6,-4.6667,7.2527,35.1101,34.0828,,,,23.8911,11.5942,31.8519,3.7037,14.1809,39.2777,31.7614,22.1135,0.5917,57.3333,28.3697,28.7671,29.2402,21.2075,16.8675,83.8889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5088,2.2686,-5.5762,-9.5425,-0.2743,1.4963,-10.5405,-7.9365,,,-0.2448,-10.1176,-13.4402,-4.2042,-14.1018,4.1096,-3.8596,-15.3937,-6.5056,8.5645,5.938,12.8011,-7.1057,2.3324,-1.269,10.9244,-1.5681,8.9412,-2.8302,26.9139,1.3115,2.5253,11.7528,4.8218,8.4871,-6.379,-0.1835,-9.1759,47.0525,9.9482,12.4553,9.901,2.7607,-6.5487,24.1747,6.778,24.3852,12.4176,1.7606,-2.4087,25.0711,14.2939,-3.9506,58.4599,0.3348,-0.3115,-11.5873,23.2068,-1.0036,18.7649,0,,,,,,,-8.5519,-0.119,,,,1.3287,,3.7975,,,,8.3086,11.5144,0,,,,,2.82,,-6.5517,-7.5718,-14.855,15.942,,,,,,,,25.025,,4.3584,,,7.8947,,,,-8.7074,,,-4.9261,,,-0.6144,18.2266,,-7.7108,,-4.5016,,-3.7406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,1,23.0444,9.1473,6.6912,33.1843,7.3529,,43.6596,24.7588,-5.667,2.6374,0,18.0451,-8.3333,42.0705,20.9354,25.1401,14.4766,19.0808,17.5556,5.922,17.6378,-8.0626,23.9356,-4.364,10.1399,15.9836,21.5266,2.4913,,,,17.3718,1.2987,6.7416,12.8571,17.9872,9.0762,4,19.391,9.1176,12.3207,7,8.8511,1.706,2.3022,4.203,9.9698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9623,12.1562,10.6299,-2.8902,13.8927,11.5479,10.574,18.1034,,,31.0429,0.7853,13.1054,7.21,39.7573,11.102,10.0365,14.6528,-0.7952,11.2222,16.247,-5.2764,17.1642,67.094,21.5938,7.9201,28.2404,15.5508,23.9078,9.4251,25.4045,15.0246,-4.5702,36.6,13.6054,25.6513,-1.1029,11.6724,-13.0102,20.2639,11.8707,20.7207,17.3134,16.6667,-2.3899,-5.0598,-5.3748,26.4907,22.1453,11.0297,-4.2727,-7.7539,31.1054,18.412,-4.2269,54.375,5.7451,13.8699,10.8756,0.9728,0,,,,,,,5.611,17.0441,,,,12.3717,,3.6585,,,,27.9452,14.7026,-6.4741,,,,,15.6118,,-4.797,3.3898,13.1707,10.6944,,,,,,,,50.5204,,-0.232,,,15.7275,,,,1.9666,,,10.3627,,,18.7017,4.7917,,4.4386,,3.0303,,4.1451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,2,18.5567,1.5625,0.1034,25.5876,10.9589,,-5.3426,25.4124,11.1522,2.409,75.4768,16.4331,22.2222,4.6512,7.454,23.9923,9.9222,17.076,10.775,6.0863,10.4418,0.6309,21.6342,3.4951,19.3651,7.2438,-10.374,-2.4308,,,,8.0069,8.8205,2.3684,-8.3228,5.8076,7.8009,6.7814,-6.9799,19.8113,-4.0046,-1.5888,-2.502,-1.9355,0.4501,-10.274,-21.4286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5309,-0.6329,9.9644,19.9405,11.4734,3.304,4.3716,-4.1971,,,-12.1723,29.8701,4.4081,28.655,4.5965,5.6255,6.136,5.5724,2.2044,6.993,0.7687,4.3324,16.879,10.3154,11.4165,-1.2125,-18.1818,0.3738,-3.0362,6.8045,-2.3226,3.8544,5.7415,-9.59,-1.497,23.445,5.2045,-4.3917,6.4516,-12.5392,5.7793,2.9851,16.285,23.539,37.4415,14.7578,51.4037,-4.2504,1.6997,9.5172,0.6648,2.4946,4.3137,-11.5029,8.5947,6.8826,-0.1698,3.0075,28.2627,4.1196,0,,,,,,,-2.5974,20.1629,,,,-4.414,,4.4706,,,,-1.1242,0.9785,3.0884,,,,,-1.8248,,4.4574,1.9126,30.1724,1.0038,,,,,,,,-20.6383,,3.0233,,,-5.6686,,,,4.0501,,,7.5117,,,-3.776,63.0219,,1.75,,5.2288,,7.2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,3,15.5072,15.8042,21.6523,11.8717,22.4691,,28.7526,14.3444,1.1641,12.2844,13.9752,45.186,19.4215,22.3704,14.1623,15.5831,56.6372,22.5774,27.9863,6.2041,11.0303,2.4765,6.1832,10.4128,19.6809,14.168,30.8661,6.1592,,,,-3.1772,-3.6287,14.3959,4.1767,19.554,12.9566,8.2464,52.0924,9.6738,43.8936,26.4957,23.1756,10.2368,25.0102,12.2561,32.1329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2846,13.1369,15.8576,-1.3648,15.818,8.3156,53.6649,9.3333,,,25.1599,1.6,7.3583,25,14.6973,11.6328,12.1875,26.2765,13.1373,9.8973,11.0264,20.6356,34.0599,44.2813,25.4269,14.2765,17.8744,32.5885,27.0707,12.2581,28.7979,28.4536,2.5991,29.1498,12.766,49.2248,3.8869,12.2646,13.6167,26.7025,7.7922,34.2995,22.3195,71.3535,18.735,-3.1158,15.3658,30.5892,22.0056,11.2591,8.5377,8.9418,24.2481,48.1385,6.2032,30.1136,10.2041,23.0657,6.1568,19.7192,0,,,,,,,8.1212,11.4407,,,,9.8726,,46.1712,,,,24.418,15.2132,-2.8926,,,,,19.5167,,0.9276,5.63,14.4592,15.2795,,,,,,,,63.5389,,-0.6772,,,10.1695,,,,5.7461,,,25.3275,,,17.456,32.561,,5.6511,,7.4534,,10.9049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,4,2.3839,2.4155,8.0928,1.8642,-0.8065,,4.0025,7.872,-0.4932,2.514,3.2698,16.0512,17.2626,-7.8087,7.7156,-2.7232,23.7288,36.3488,-2,4.0829,-3.3843,5.2474,-6.3264,6.627,6.2222,27.1284,33.4537,5.6439,,,,-10.474,6.3814,22.9213,2.5006,0.4304,-2.7456,-8.4939,-12.4288,-2.2564,11.3445,0.2252,8.4961,-3.7479,1.3359,1.6623,-8.6795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7026,-3.4483,0.5587,-3.8994,-6.0804,10.0394,0.1704,0.6969,,,6.7291,-5.7087,9.6629,-0.7273,11.1963,-2.6993,0.2786,15.3319,16.9844,14.6984,3.5603,1.1591,24.5935,-5.0884,32.0726,14.0757,-9.3091,-3.6517,12.9571,-5.4598,-0.4103,20.7063,2.4369,16.5414,13.2075,4.8918,0.3401,22.0441,22.6013,24.7525,-4.4454,-13.9388,0.7156,19.6319,1.1295,1.4032,-4.3797,5.5848,9.1324,26.4823,10.4702,17.1928,19.5069,-14.0653,2.4169,10.6259,-4.0123,-1.898,15.0794,13.2996,0,,,,,,,6.7265,-1.597,,,,19.4686,,2.9276,,,,5.7006,2.1026,1.7021,,,,,5.4432,,4.4118,3.8071,-0.1929,39.8707,,,,,,,,30.2869,,0.2273,,,7.5524,,,,1.4023,,,-8.3624,,,19.9309,-20.0552,,2.5581,,1.1561,,1.4644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,5,9.3137,14.8585,-7.0157,-6.7574,9.5528,,5.5284,-4.3652,-6.663,-0.5904,17.0185,28.2774,-0.3279,12.2127,1.5449,9.299,-5.0228,-7.6509,2.0408,0.7152,3.9548,-1.3609,3.2233,-4.9402,17.1548,2.1566,17.841,-7.1875,,,,-3.3774,-3.9622,0.3656,22.5924,3.7298,-0.577,21.5311,10.5092,7.9189,-5.2892,7.8652,-0.9199,5.6876,-6.528,-1.0296,6.5488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7035,1.0204,0.2778,-3.0105,-0.2988,21.5457,-6.1224,5.7093,,,5.3472,-1.0438,6.3525,-4.9451,-2.8714,8.7742,8.4722,10.0927,-7.5556,-7.9646,-2.8347,7.9514,19.0865,5.474,-11.2257,-4.3112,-5.4874,2.7697,3.2372,6.307,1.2358,16.2234,-4.595,-5.0857,-10.2381,17.6641,1.1864,25.3701,-1.7769,-5.7613,2.7391,0.9404,8.5258,-7.7564,27.9047,-1.358,16.4007,13.5159,3.1381,-6.4007,-0.4656,0.5802,10.5624,-1.975,24.8771,10.1316,3.537,18.2588,8.435,8.9861,-8.223,,,,,,,-2.8361,8.4235,,,,2.3858,,-4.0419,,,,17.0852,3.0478,-2.1967,,,,,5.2326,,1.9366,6.1125,3.0918,-11.6333,,,,,,,,11.576,,4.3084,,,13.0039,,,,18.064,,,1.711,,,8.0692,-1.3809,,3.8549,,2,,4.7423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,6,22.3094,31.5186,3.7206,12.3805,13.6999,,5.4414,14.9129,4.1357,34.0137,-8.0075,6.9282,4.1782,-4.9152,9.8435,-1.385,11.54,-0.0647,14.9333,18.5697,11.6304,7.9784,0.5948,7.8793,22.6786,-5.0036,16.2972,6.0606,,,,34.2593,41.2692,2.0036,-6.879,21.1189,-3.7958,-11.514,-9.5325,27.5794,-1.5569,0.5522,-0.6865,-0.4954,-2.7065,1.4286,1.7328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.572,10.8225,9.6953,7.4224,26.568,18.0328,5.5879,18.4515,,,-0.0785,10.1266,3.6302,4.4316,14.0896,32.9181,1.0243,30.449,9.9359,3.1119,3.352,-12.6636,2.6142,3.6918,-3.2696,17.0378,2.1175,-2.2354,6.3395,3.574,5.2399,2.07,7.7802,-8.1538,3.4483,18.0989,6.3652,-9.0446,18.6617,-0.8475,7.514,1.2422,-5.401,-10.5629,89.2886,28.9623,35.0562,-6.6926,0.2028,2.2236,-1.2994,9.5591,1.861,-2.6261,4.4094,-3.2258,8.2298,-10.8384,28.7182,-16.0371,4.6317,,,,,,,14.4865,30.699,,,,20.0925,,9.5164,,,,32.3867,29.976,10.0535,,,,,28.165,,17.2712,29.2957,14.0581,6.5601,,,,,,,,14.3207,,15,,,-6.0517,,,,7.1799,,,7.1028,,,9.6889,20.2319,,33.3692,,29.3017,,17.5197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,7,19.9817,4.7843,21.5302,17.6165,15.7025,,16.5248,-5.4275,4.5143,11.324,40.2948,16.1505,7.177,50.7692,29.9745,41.0112,33.2756,23.6985,94.4965,19.2093,18.5005,8.9167,5.9867,2.4087,-2.1834,19.4607,28.5284,2.6032,,,,5.1149,-8.0316,6.6071,3.0552,6.9284,15.6463,1.6158,-1.5217,14.2302,22.6886,16.7594,81.1521,11.4272,27.2468,5.9383,0.9312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0278,13.2813,31.6136,15.9033,5.5068,9.8485,6.1082,36.7898,,,34.1596,19.5402,34.9906,29.3358,15.7108,14.4292,17.1103,-2.0437,19.8271,20.9625,6.4264,8.3149,29.699,21.3106,26.2162,0.2212,32.9766,32.5926,38.1433,6.8323,48.0976,11.678,0.3437,11.5409,5.0057,43.0147,5.062,6.5211,-9.9417,12.3932,17.5714,2.2495,16.782,11.8104,-3.8251,2.1587,1.5141,11.3428,19.8381,14.879,17.0616,5.0159,28.1364,7.767,5.4996,15.8025,20.7434,2.7523,25.9217,11.7995,14.2235,,,,,,,9.621,10.5614,,,,28.9535,,35.4701,,,,15.7909,15.5248,3.9294,,,,,23.1964,,1.9146,0.1845,61.3804,0,,,,4.9005,,,,33.2742,,6.4537,,,13.4651,,,,8.6326,,,14.1949,,,29.7841,8.9216,,9.4527,,4.8998,,11.1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
