stkcd,year,ind
000521,2016,C38
000521,2017,C38
000521,2018,C38
000521,2019,C38
000521,2020,C38
000521,2021,C38
000521,2022,C38
000521,2023,C38
000522,2008,C27
000522,2009,C27
000522,2010,C27
000522,2011,C27
000522,2012,C27
000523,2008,C26
000523,2009,C26
000523,2010,C26
000523,2011,C26
000523,2012,C26
000523,2013,C26
000523,2014,C26
000523,2015,C26
000523,2016,C26
000523,2017,C26
000523,2018,C26
000523,2019,C26
000523,2022,C26
000523,2023,C26
000524,2009,H
000524,2010,H
000524,2011,H
000524,2012,H
000524,2013,H
000524,2014,H
000524,2015,H
000524,2016,H
000524,2017,H
000524,2018,H
000524,2019,H
000524,2020,H
000524,2021,L
000524,2022,L
000524,2023,L
000525,2008,C26
000525,2009,C26
000525,2010,C26
000525,2011,C26
000525,2012,C26
000525,2013,C26
000525,2014,C26
000525,2015,C26
000525,2016,C26
000525,2017,C26
000525,2018,C26
000525,2019,C26
000525,2020,C26
000526,2008,S
000526,2009,S
000526,2010,S
000526,2011,S
000526,2012,K
000526,2013,K
000526,2014,K
000526,2015,K
000526,2016,P
000526,2018,P
000526,2019,P
000526,2020,P
000526,2021,P
000526,2022,P
000526,2023,P
000527,2008,C38
000527,2009,C38
000527,2010,C38
000527,2011,C38
000527,2012,C38
000528,2008,C35
000528,2009,C35
000528,2010,C35
000528,2011,C35
000528,2012,C35
000528,2013,C35
000528,2014,C35
000528,2015,C35
000528,2016,C35
000528,2017,C35
000528,2018,C35
000528,2019,C35
000528,2020,C35
000528,2021,C35
000528,2022,C35
000528,2023,C35
000529,2009,C13
000529,2010,C13
000529,2011,C13
000529,2012,C13
000529,2013,C13
000529,2014,C13
000529,2015,C13
000529,2016,C13
000529,2017,C13
000529,2018,C13
000529,2019,C13
000529,2020,C13
000529,2021,C13
000529,2022,C13
000529,2023,C13
000530,2008,C34
000530,2009,C34
000530,2010,C34
000530,2011,C34
000530,2012,C34
000530,2013,C34
000530,2014,C34
000530,2015,C34
000530,2016,C34
000530,2017,C34
000530,2018,C34
000530,2019,C34
000530,2020,C34
000530,2021,C34
000530,2022,C34
000530,2023,C34
000531,2008,D
000531,2009,D
000531,2010,D
000531,2011,D
000531,2012,D
000531,2013,D
000531,2014,D
000531,2015,D
000531,2016,D
000531,2017,D
000531,2018,D
000531,2019,D
000531,2020,D
000531,2021,D
000531,2022,D
000531,2023,D
000532,2008,D
000532,2009,D
000532,2010,D
000532,2011,S
000532,2012,S
000532,2013,S
000532,2014,S
000532,2015,S
000532,2016,S
000532,2017,S
000532,2018,S
000532,2019,S
000532,2020,S
000532,2021,S
000532,2022,S
000532,2023,S
000533,2008,C38
000533,2009,C38
000533,2010,C38
000533,2011,C38
000533,2012,C38
000533,2013,C38
000533,2014,C38
000533,2015,C38
000533,2016,C38
000533,2017,C38
000533,2018,C38
000533,2019,C38
000533,2020,C38
000533,2021,C38
000533,2022,C38
000533,2023,C38
000534,2008,D
000534,2009,D
000534,2010,K
000534,2011,K
000534,2012,K
000534,2013,K
000534,2014,K
000534,2015,K
000534,2016,K
000534,2017,K
000534,2018,K
000534,2019,C27
000534,2020,C27
000534,2021,C27
000534,2022,C27
000534,2023,C27
000536,2009,C38
000536,2010,C38
000536,2011,C39
000536,2012,C39
000536,2013,C39
000536,2014,C39
000536,2015,C39
000536,2016,C39
000536,2017,C39
000536,2018,C39
000536,2019,C39
000536,2021,C39
000536,2022,C39
000536,2023,C39
000537,2008,S
000537,2009,S
000537,2010,K
000537,2011,K
000537,2012,K
000537,2013,K
000537,2014,K
000537,2015,K
000537,2016,K
000537,2017,K
000537,2018,K
000537,2019,K
000537,2020,K
000537,2021,K
000537,2022,K
000537,2023,K
000538,2008,C27
000538,2009,C27
000538,2010,C27
000538,2011,C27
000538,2012,C27
000538,2013,C27
000538,2014,C27
000538,2015,C27
000538,2016,C27
000538,2017,C27
000538,2018,C27
000538,2019,C27
000538,2020,C27
000538,2021,C27
000538,2022,C27
000538,2023,C27
000539,2008,D
000539,2009,D
000539,2010,D
000539,2011,D
000539,2012,D
000539,2013,D
000539,2014,D
000539,2015,D
000539,2016,D
000539,2017,D
000539,2018,D
000539,2019,D
000539,2020,D
000539,2021,D
000539,2022,D
000539,2023,D
000540,2008,S
000540,2009,S
000540,2010,K
000540,2011,K
000540,2012,K
000540,2013,K
000540,2014,K
000540,2015,K
000540,2016,K
000540,2017,K
000540,2018,K
000540,2019,K
000540,2020,K
000540,2021,K
000541,2008,C38
000541,2009,C38
000541,2010,C38
000541,2011,C38
000541,2012,C38
000541,2013,C38
000541,2014,C38
000541,2015,C38
000541,2016,C38
000541,2017,C38
000541,2018,C38
000541,2019,C38
000541,2020,C38
000541,2021,C38
000541,2022,C38
000541,2023,C38
000543,2008,D
000543,2009,D
000543,2010,D
000543,2011,D
000543,2012,D
000543,2013,D
000543,2014,D
000543,2015,D
000543,2016,D
000543,2017,D
000543,2018,D
000543,2019,D
000543,2020,D
000543,2021,D
000543,2022,D
000543,2023,D
000544,2008,C30
000544,2009,C30
000544,2010,C30
000544,2011,N
000544,2012,D
000544,2013,D
000544,2014,D
000544,2015,D
000544,2016,D
000544,2017,D
000544,2018,D
000544,2019,D
000544,2020,D
000544,2021,D
000544,2022,D
000544,2023,D
000545,2008,C27
000545,2009,C27
000545,2013,C26
000545,2014,C26
000545,2015,C26
000545,2016,C26
000545,2017,C26
000545,2018,C26
000545,2019,C26
000545,2020,C26
000545,2021,C26
000545,2022,C26
000545,2023,C26
000546,2008,K
000546,2009,K
000546,2010,K
000546,2011,K
000546,2012,K
000546,2013,K
000546,2014,C30
000546,2015,C30
000546,2016,C30
000546,2017,C30
000546,2018,N
000546,2019,N
000546,2020,N
000546,2021,N
000546,2022,N
000546,2023,N
000547,2008,C39
000547,2009,C39
000547,2010,C39
000547,2011,C39
000547,2012,C39
000547,2013,C39
000547,2014,C39
000547,2015,C39
000547,2016,C39
000547,2017,C39
000547,2018,C39
000547,2019,C39
000547,2020,C39
000547,2021,C39
000547,2022,C39
000547,2023,C39
000548,2008,N
000548,2009,N
000548,2010,G
000548,2011,G
000548,2012,G
000548,2013,G
000548,2014,G
000548,2015,G
000548,2016,G
000548,2017,G
000548,2018,G
000548,2019,G
000548,2020,G
000548,2021,G
000548,2022,G
000548,2023,G
000550,2008,C36
000550,2009,C36
000550,2010,C36
000550,2011,C36
000550,2012,C36
000550,2013,C36
000550,2014,C36
000550,2015,C36
000550,2016,C36
000550,2017,C36
000550,2018,C36
000550,2019,C36
000550,2020,C36
000550,2021,C36
000550,2022,C36
000550,2023,C36
000551,2008,C34
000551,2009,C34
000551,2010,C34
000551,2011,S
000551,2012,S
000551,2013,S
000551,2014,S
000551,2015,S
000551,2016,S
000551,2017,S
000551,2018,S
000551,2019,S
000551,2020,S
000551,2021,S
000551,2022,S
000551,2023,S
000552,2008,B
000552,2009,B
000552,2010,B
000552,2011,B
000552,2012,B
000552,2013,B
000552,2014,B
000552,2015,B
000552,2016,B
000552,2017,B
000552,2018,B
000552,2019,B
000552,2020,B
000552,2021,B
000552,2022,B
000552,2023,B
000553,2008,C26
000553,2009,C26
000553,2010,C26
000553,2011,C26
000553,2012,C26
000553,2013,C26
000553,2014,C26
000553,2015,C26
000553,2016,C26
000553,2017,C26
000553,2018,C26
000553,2019,C26
000553,2020,C26
000553,2021,C26
000553,2022,C26
000553,2023,C26
000554,2008,F
000554,2009,F
000554,2010,F
000554,2011,F
000554,2012,F
000554,2013,F
000554,2014,F
000554,2015,F
000554,2016,F
000554,2017,F
000554,2018,F
000554,2019,F
000554,2020,F
000554,2021,F
000554,2022,F
000554,2023,F
000555,2014,I
000555,2015,I
000555,2016,I
000555,2017,I
000555,2018,I
000555,2019,I
000555,2020,I
000555,2021,I
000555,2022,I
000555,2023,I
000557,2016,G
000557,2017,G
000557,2018,G
000557,2019,G
000557,2020,G
000557,2021,G
000557,2022,G
000557,2023,G
000558,2008,K
000558,2009,K
000558,2010,K
000558,2011,K
000558,2012,K
000558,2013,K
000558,2014,K
000558,2015,K
000558,2016,K
000558,2017,K
000558,2018,K
000558,2019,K
000558,2020,K
000558,2021,K
000558,2022,K
000558,2023,K
000559,2008,C36
000559,2009,C36
000559,2010,C36
000559,2011,C36
000559,2012,C36
000559,2013,C36
000559,2014,C36
000559,2015,C36
000559,2016,C36
000559,2017,C36
000559,2018,C36
000559,2019,C36
000559,2020,C36
000559,2021,C36
000559,2022,C36
000559,2023,C36
000560,2008,F
000560,2009,F
000560,2010,F
000560,2011,F
000560,2012,F
000560,2013,F
000560,2014,F
000560,2015,F
000560,2016,F
000560,2017,F
000560,2018,K
000560,2019,K
000560,2020,K
000560,2021,K
000560,2022,K
000560,2023,K
000561,2010,C39
000561,2011,C39
000561,2012,C39
000561,2013,C39
000561,2014,C39
000561,2015,C39
000561,2016,C39
000561,2017,C39
000561,2018,C39
000561,2019,C39
000561,2020,C39
000561,2021,C39
000561,2022,C39
000561,2023,C39
000564,2008,F
000564,2009,F
000564,2010,F
000564,2011,F
000564,2012,F
000564,2013,F
000564,2014,F
000564,2015,F
000564,2016,F
000564,2017,F
000564,2018,F
000564,2019,F
000564,2020,F
000565,2012,C26
000565,2013,C26
000565,2014,C26
000565,2015,C26
000565,2016,C26
000565,2017,C26
000565,2018,C26
000565,2019,C26
000565,2020,C26
000565,2021,C26
000565,2022,C26
000565,2023,C26
000566,2008,C27
000566,2009,C27
000566,2010,C27
000566,2011,C27
000566,2012,C27
000566,2013,C27
000566,2014,C27
000566,2015,C27
000566,2016,C27
000566,2017,C27
000566,2018,C27
000566,2019,C27
000566,2020,C27
000566,2021,C27
000566,2022,C27
000566,2023,C27
000567,2008,S
000567,2009,S
000567,2010,K
000567,2011,K
000567,2012,K
000567,2013,K
000567,2014,K
000567,2015,K
000567,2016,K
000567,2017,K
000568,2008,C15
000568,2009,C15
000568,2010,C15
000568,2011,C15
000568,2012,C15
000568,2013,C15
000568,2014,C15
000568,2015,C15
000568,2016,C15
000568,2017,C15
000568,2018,C15
000568,2019,C15
000568,2020,C15
000568,2021,C15
000568,2022,C15
000568,2023,C15
000569,2008,C31
000570,2008,C34
000570,2009,C34
000570,2010,C34
000570,2011,C34
000570,2012,C34
000570,2013,C34
000570,2014,C34
000570,2015,C34
000570,2016,C34
000570,2017,C34
000570,2018,C34
000570,2019,C34
000570,2020,C34
000570,2021,C34
000570,2022,C34
000570,2023,C34
000571,2008,C37
000571,2009,C37
000571,2010,C37
000571,2011,C37
000571,2012,B
000571,2013,B
000571,2014,B
000571,2015,B
000571,2016,B
000571,2017,S
000571,2018,S
000571,2023,S
000572,2008,S
000572,2009,S
000572,2010,C36
000572,2011,C36
000572,2012,C36
000572,2013,C36
000572,2014,C36
000572,2015,C36
000572,2016,C36
000572,2017,C36
000572,2018,C36
000572,2021,C36
000572,2022,C36
000572,2023,C36
000573,2008,K
000573,2009,K
000573,2010,K
000573,2011,K
000573,2012,K
000573,2013,K
000573,2014,K
000573,2015,K
000573,2016,K
000573,2017,K
000573,2018,K
000573,2019,K
000573,2020,K
000573,2021,K
000573,2022,K
000573,2023,K
000576,2008,C13
000576,2013,C22
000576,2014,C22
000576,2015,C22
000576,2016,C22
000576,2017,C22
000576,2018,C22
000576,2019,C22
000576,2020,C35
000576,2021,C35
000576,2022,C35
000576,2023,C35
000578,2009,C26
000578,2010,C26
000581,2008,C34
000581,2009,C34
000581,2010,C34
000581,2011,C34
000581,2012,C36
000581,2013,C36
000581,2014,C36
000581,2015,C36
000581,2016,C36
000581,2017,C36
000581,2018,C36
000581,2019,C36
000581,2020,C36
000581,2021,C36
000581,2022,C36
000581,2023,C36
000582,2008,G
000582,2009,G
000582,2010,G
000582,2011,G
000582,2012,G
000582,2013,G
000582,2014,G
000582,2015,G
000582,2016,G
000582,2017,G
000582,2018,G
000582,2019,G
000582,2020,G
000582,2021,G
000582,2022,G
000582,2023,G
000584,2008,S
000584,2009,S
000584,2010,C28
000584,2011,C28
000584,2012,C28
000584,2013,C28
000584,2014,C28
000584,2015,C28
000584,2016,C28
000584,2017,C28
000584,2018,C28
000584,2019,C35
000584,2020,C35
000584,2021,C35
000584,2022,C35
000585,2008,C38
000585,2010,C38
000585,2011,C38
000585,2013,C38
000585,2014,C38
000585,2015,C38
000585,2016,C38
000586,2008,F
000586,2011,I
000586,2012,C39
000586,2013,C39
000586,2014,C39
000586,2015,C39
000586,2016,C39
000586,2017,C39
000586,2018,C39
000586,2019,C39
000586,2020,C39
000586,2021,C39
000586,2022,C39
000586,2023,C39
000587,2012,C41
000587,2013,C41
000587,2014,C41
000587,2015,C41
000587,2016,C41
000587,2017,C41
000587,2018,C41
000587,2019,C41
000589,2008,C29
000589,2009,C29
000589,2010,C29
000589,2011,C29
000589,2012,C29
000589,2013,C29
000589,2014,C29
000589,2015,C29
000589,2016,C29
000589,2017,C29
000589,2018,C29
000589,2019,C29
000589,2020,C29
000589,2021,C29
000589,2022,C29
000589,2023,C29
000590,2008,C27
000590,2009,C27
000590,2010,C27
000590,2011,C27
000590,2012,C27
000590,2013,C27
000590,2014,C27
000590,2016,C27
000590,2017,C27
000590,2018,C27
000590,2019,C27
000590,2020,C27
000590,2021,C27
000590,2022,C27
000590,2023,C27
000591,2009,C27
000591,2010,C27
000591,2011,F
000591,2012,F
000591,2013,F
000591,2014,F
000591,2015,F
000591,2016,D
000591,2017,D
000591,2018,D
000591,2019,D
000591,2020,D
000591,2021,D
000591,2022,D
000591,2023,D
000592,2009,A
000592,2010,A
000592,2011,A
000592,2012,A
000592,2013,A
000592,2014,A
000592,2015,A
000592,2016,A
000592,2017,A
000592,2018,A
000592,2019,A
000592,2020,A
000592,2021,A
000592,2022,A
000592,2023,A
000593,2008,F
000593,2009,F
000593,2010,F
000593,2011,F
000593,2012,F
000593,2013,F
000593,2014,F
000593,2015,F
000593,2016,F
000593,2017,D
000593,2018,D
000593,2019,D
000593,2020,D
000593,2021,D
000593,2022,D
000593,2023,D
000594,2008,B
000594,2009,B
000594,2010,F
000594,2011,F
000594,2012,F
000595,2008,C34
000595,2009,C34
000595,2010,C34
000595,2013,C34
000595,2014,C34
000595,2015,C34
000595,2016,C34
000595,2018,C34
000595,2019,C34
000595,2021,C34
000595,2022,C34
000595,2023,C34
000596,2008,C15
000596,2009,C15
000596,2010,C15
000596,2011,C15
000596,2012,C15
000596,2013,C15
000596,2014,C15
000596,2015,C15
000596,2016,C15
000596,2017,C15
000596,2018,C15
000596,2019,C15
000596,2020,C15
000596,2021,C15
000596,2022,C15
000596,2023,C15
000597,2008,C27
000597,2009,C27
000597,2010,C27
000597,2011,C27
000597,2012,C27
000597,2013,C27
000597,2014,C27
000597,2015,C27
000597,2016,C27
000597,2017,C27
000597,2018,C27
000597,2019,C27
000597,2020,C27
000597,2021,C27
000597,2022,C27
000597,2023,C27
000598,2008,C26
000598,2009,C26
000598,2010,N
000598,2011,N
000598,2012,D
000598,2013,D
000598,2014,D
000598,2015,D
000598,2016,D
000598,2017,D
000598,2018,D
000598,2019,D
000598,2020,D
000598,2021,D
000598,2022,D
000598,2023,D
000599,2008,C29
000599,2009,C29
000599,2010,C29
000599,2011,C29
000599,2012,C29
000599,2013,C29
000599,2014,C29
000599,2015,C29
000599,2016,C29
000599,2017,C29
000599,2018,C29
000599,2019,C29
000599,2020,C29
000599,2021,C29
000599,2022,C29
000599,2023,C29
000600,2008,D
000600,2009,D
000600,2010,D
000600,2011,D
000600,2012,D
000600,2013,D
000600,2014,D
000600,2015,D
000600,2016,D
000600,2017,D
000600,2018,D
000600,2019,D
000600,2020,D
000600,2021,D
000600,2022,D
000600,2023,D
000601,2008,D
000601,2009,D
000601,2010,D
000601,2011,D
000601,2012,D
000601,2013,D
000601,2014,D
000601,2015,D
000601,2016,D
000601,2017,D
000601,2018,D
000601,2019,D
000601,2020,D
000601,2021,D
000601,2022,D
000601,2023,D
000602,2008,I
000602,2009,I
000602,2010,D
000602,2012,D
000603,2012,B
000603,2013,B
000603,2014,B
000603,2015,B
000603,2016,B
000603,2017,B
000603,2018,B
000603,2019,B
000603,2020,B
000603,2021,B
000603,2022,B
000603,2023,B
000605,2013,C27
000605,2014,D
000605,2015,D
000605,2016,D
000605,2017,D
000605,2018,D
000605,2019,D
000605,2020,D
000605,2021,D
000605,2022,D
000605,2023,D
000606,2008,C26
000606,2009,C26
000606,2010,C27
000606,2011,C27
000606,2012,C27
000606,2013,C27
000606,2014,C27
000606,2015,C27
000606,2017,C27
000606,2018,I
000606,2019,I
000606,2020,I
000607,2009,C40
000607,2010,C40
000607,2012,C40
000607,2013,C40
000607,2014,C40
000607,2015,R
000607,2016,R
000607,2017,R
000607,2018,R
000607,2019,R
000607,2020,R
000607,2021,R
000607,2022,R
000607,2023,R
000608,2008,K
000608,2009,K
000608,2010,K
000608,2011,K
000608,2012,K
000608,2013,K
000608,2014,K
000608,2015,K
000608,2016,K
000608,2017,K
000608,2018,K
000608,2019,K
000608,2020,K
000608,2021,K
000608,2022,K
000608,2023,K
000609,2008,C26
000609,2009,C26
000609,2010,K
000609,2011,K
000609,2012,K
000609,2013,K
000609,2014,K
000609,2015,K
000609,2016,S
000609,2017,S
000609,2018,S
000609,2019,S
000609,2020,S
000609,2022,S
000609,2023,S
000610,2008,L
000610,2009,L
000610,2010,L
000610,2011,L
000610,2012,N
000610,2013,N
000610,2014,N
000610,2015,N
000610,2016,N
000610,2017,N
000610,2018,N
000610,2019,N
000610,2020,N
000610,2021,N
000610,2022,N
000610,2023,N
000611,2008,C40
000611,2009,C40
000611,2010,C40
000611,2011,C40
000611,2012,C17
000611,2013,C17
000611,2014,C17
000611,2017,C17
000611,2018,C17
000612,2008,C32
000612,2009,C32
000612,2010,C32
000612,2011,C32
000612,2012,C32
000612,2013,C32
000612,2014,C32
000612,2015,C32
000612,2016,C32
000612,2017,C32
000612,2018,C32
000612,2019,C32
000612,2020,C32
000612,2021,C32
000612,2022,C32
000612,2023,C32
000613,2013,H
000613,2014,H
000613,2015,H
000613,2016,H
000613,2018,H
000613,2019,H
000613,2020,H
000615,2008,C28
000615,2009,C28
000615,2010,C28
000615,2011,C28
000615,2012,C28
000615,2013,C28
000615,2014,C28
000615,2015,C28
000615,2016,K
000615,2017,K
000615,2018,K
000615,2019,K
000615,2020,K
000615,2021,K
000615,2022,K
000616,2008,K
000616,2009,K
000616,2010,K
000616,2011,K
000616,2012,K
000616,2013,K
000616,2014,K
000616,2015,K
000616,2016,K
000616,2017,K
000616,2018,K
000616,2019,K
000616,2020,K
000617,2008,C34
000617,2009,C34
000617,2010,C34
000617,2011,C34
000617,2012,C34
000617,2014,C34
000617,2015,C34
000619,2008,C29
000619,2009,C29
000619,2010,C29
000619,2011,C29
000619,2012,C29
000619,2013,C29
000619,2014,C29
000619,2015,C29
000619,2016,C29
000619,2017,C29
000619,2018,C29
000619,2019,C29
000619,2020,C29
000619,2021,C29
000619,2022,C29
000619,2023,C29
000620,2011,K
000620,2012,K
000620,2013,K
000620,2014,K
000620,2015,K
000620,2016,K
000620,2017,K
000620,2018,K
000620,2019,K
000620,2020,K
000620,2021,K
000620,2022,K
000622,2013,C35
000622,2014,C35
000622,2015,C35
000622,2017,C35
000622,2018,C35
000622,2019,C35
000622,2020,C35
000622,2021,C35
000622,2022,C35
000622,2023,C35
000623,2008,C27
000623,2009,C27
000623,2010,C27
000623,2011,C27
000623,2012,C27
000623,2013,C27
000623,2014,C27
000623,2015,C27
000623,2016,C27
000623,2017,C27
000623,2018,C27
000623,2019,C27
000623,2020,C27
000623,2021,C27
000623,2022,C27
000623,2023,C27
000625,2008,C37
000625,2009,C37
000625,2010,C37
000625,2011,C37
000625,2012,C36
000625,2013,C36
000625,2014,C36
000625,2015,C36
000625,2016,C36
000625,2017,C36
000625,2018,C36
000625,2019,C36
000625,2020,C36
000625,2021,C36
000625,2022,C36
000625,2023,C36
000626,2008,S
000626,2009,S
000626,2010,F
000626,2011,F
000626,2012,F
000626,2013,F
000626,2014,F
000626,2015,F
000626,2016,F
000626,2017,F
000626,2018,F
000626,2019,F
000626,2020,F
000626,2021,F
000626,2022,F
000626,2023,F
000627,2008,C26
000627,2009,C26
000627,2010,C26
000627,2011,C26
000627,2012,C26
000627,2013,C26
000627,2014,C26
000627,2015,C26
000628,2009,K
000628,2010,K
000628,2011,K
000628,2012,K
000628,2013,E
000628,2014,E
000628,2015,E
000628,2016,E
000628,2017,E
000628,2018,E
000628,2019,E
000628,2020,E
000628,2021,E
000628,2022,E
000628,2023,E
000629,2008,C31
000629,2009,C31
000629,2011,C31
000629,2012,B
000629,2013,B
000629,2014,B
000629,2015,B
000629,2018,C32
000629,2019,C32
000629,2020,C32
000629,2021,C32
000629,2022,C32
000629,2023,C32
000630,2008,C32
000630,2009,C32
000630,2010,C32
000630,2011,C32
000630,2012,C32
000630,2013,C32
000630,2014,C32
000630,2015,C32
000630,2016,C32
000630,2017,C32
000630,2018,C32
000630,2019,C32
000630,2020,C32
000630,2021,C32
000630,2022,C32
000630,2023,C32
000631,2009,K
000631,2010,K
000631,2011,K
000631,2012,K
000631,2013,K
000631,2014,K
000631,2015,K
000631,2016,K
000631,2017,K
000631,2018,K
000631,2019,K
000631,2020,K
000631,2021,K
000631,2022,K
000631,2023,K
000632,2008,S
000632,2009,S
000632,2010,S
000632,2011,S
000632,2012,F
000632,2013,F
000632,2014,F
000632,2015,F
000632,2016,F
000632,2017,F
000632,2018,F
000632,2019,F
000632,2020,F
000632,2021,F
000632,2022,F
000632,2023,F
000633,2013,C38
000633,2014,C38
000633,2015,C38
000633,2017,C38
000633,2018,C38
000633,2019,C38
000633,2020,C32
000633,2021,C32
000633,2022,C32
000633,2023,C32
000635,2008,C26
000635,2009,C26
000635,2010,C26
000635,2011,C26
000635,2012,C26
000635,2013,C26
000635,2014,C26
000635,2015,C26
000635,2016,C26
000635,2017,C26
000635,2018,C26
000635,2019,C26
000635,2020,C26
000635,2021,C26
000635,2022,C26
000635,2023,C26
000636,2008,C39
000636,2009,C39
000636,2010,C39
000636,2011,C39
000636,2012,C39
000636,2013,C39
000636,2014,C39
000636,2015,C39
000636,2016,C39
000636,2017,C39
000636,2018,C39
000636,2019,C39
000636,2020,C39
000636,2021,C39
000636,2022,C39
000636,2023,C39
000637,2008,C25
000637,2009,C25
000637,2010,C25
000637,2011,C25
000637,2012,C25
000637,2013,C25
000637,2014,C25
000637,2015,C25
000637,2016,C25
000637,2017,C25
000637,2018,C25
000637,2019,C25
000637,2020,C25
000637,2021,C25
000637,2022,C25
000638,2009,K
000638,2010,K
000638,2011,K
000638,2012,K
000638,2013,F
000638,2014,F
000638,2015,F
000638,2016,F
000638,2017,F
000638,2018,I
000638,2019,I
000638,2020,I
000638,2022,I
000638,2023,I
000639,2008,C33
000639,2009,C33
000639,2010,C33
000639,2011,C13
000639,2012,C13
000639,2013,C13
000639,2014,C13
000639,2015,C13
000639,2016,C13
